"Third Audience Bot Analytics Export"
Generated,"2026-01-22 09:57:53 UTC"
"Total Records",124
Format,Detailed

ID,"Bot Type","Bot Name","User Agent",URL,"Post Title","Post Type","Request Method","Cache Status","Cache Explanation","Response Time (ms)","Response Size","IP Address",Referer,"Country Code","Visit Time (UTC)"
58,Unknown,"Unknown Bot","meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler)",https://www.monocubed.com/blog/what-does-front-end-developer-do,"Unveiling the Role of Front-end Developers in Crafting Web Experiences",post,md_url,MISS,"Generated fresh (first visit or cache expired)",15,"8.31 KB",2a03:2880:f802:9::,Direct,US,"2026-01-22 05:13:52"
57,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot",https://www.monocubed.com/blog/front-end-vs-back-end-web-development,"Front-end vs Back-end Web Development: 7 Core Differences to Know",post,md_url,MISS,"Generated fresh (first visit or cache expired)",23,"16.70 KB",74.7.228.171,https://www.monocubed.com/blog/front-end-vs-back-end-web-development/,US,"2026-01-22 05:12:01"
56,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot",https://www.monocubed.com/blog/what-is-full-stack-web-development,"What is Full Stack Web Development?",post,md_url,MISS,"Generated fresh (first visit or cache expired)",25,"16.59 KB",74.7.229.25,https://www.monocubed.com/blog/what-is-full-stack-web-development/,US,"2026-01-22 05:09:59"
55,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot",https://www.monocubed.com/blog/web-development-life-cycle,"Web Development Life Cycle: 7 Steps To Build Web App in [year]",post,md_url,MISS,"Generated fresh (first visit or cache expired)",34,"17.98 KB",74.7.243.47,https://www.monocubed.com/web-development-life-cycle/,US,"2026-01-22 05:09:44"
54,Unknown,"Unknown Bot","meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler)",https://www.monocubed.com/blog/top-single-page-application-frameworks,"5 Best Single-Page Application Frameworks To Use in [year]",post,md_url,MISS,"Generated fresh (first visit or cache expired)",33,"18.87 KB",2a03:2880:f802:23::,Direct,US,"2026-01-22 05:07:45"
53,GPTBot,"GPT (OpenAI)","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)",https://www.monocubed.com/blog/best-angular-ide-editor,"8 Best Angular IDE And Tools to Use For Web Development in [year]",post,md_url,MISS,"Generated fresh (first visit or cache expired)",36,"17.95 KB",74.7.227.21,https://www.monocubed.com/blog/best-angular-ide-editor/,US,"2026-01-22 05:06:43"
52,Unknown,"Unknown Bot","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",https://www.monocubed.com/about-us,"About Us",page,md_url,MISS,"Generated fresh (first visit or cache expired)",16,"4.98 KB",52.167.144.206,Direct,US,"2026-01-22 05:03:45"
51,Unknown,"Unknown Bot","meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler)",https://www.monocubed.com/blog/nodejs-vs-angular,"Nodejs vs Angular: Major Differences Between The 2 Frameworks",post,md_url,MISS,"Generated fresh (first visit or cache expired)",33,"17.38 KB",2a03:2880:f802:37::,Direct,US,"2026-01-22 05:03:42"
50,Unknown,"Unknown Bot","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",https://www.monocubed.com/blog/real-estate-website-development,"Real Estate Website Development: Build a Platform That Converts",post,md_url,MISS,"Generated fresh (first visit or cache expired)",41,"31.84 KB",180.211.104.146,Direct,IN,"2026-01-22 05:03:16"
49,Unknown,"Unknown Bot","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",https://www.monocubed.com/hire/front-end-developers,"Hire Front-End Developers in 48 Hours",hire,md_url,ERROR,"An error occurred during processing",2,N/A,180.211.104.146,Direct,IN,"2026-01-22 05:02:47"
48,Unknown,"Unknown Bot","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",https://www.monocubed.com/hire/front-end-developers,"Hire Front-End Developers in 48 Hours",hire,md_url,ERROR,"An error occurred during processing",2,N/A,180.211.104.146,Direct,IN,"2026-01-22 05:01:09"
47,Unknown,"Unknown Bot","meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler)",https://www.monocubed.com/blog/best-ide-for-javascript,"12 Best JavaScript IDEs for Frontend Development",post,md_url,MISS,"Generated fresh (first visit or cache expired)",45,"29.83 KB",2a03:2880:f802:18::,Direct,US,"2026-01-22 04:54:26"
46,Unknown,"Unknown Bot","meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler)",https://www.monocubed.com/blog/questions-for-full-stack-companies,"27 Questions to Ask Full Stack Development Companies Before Hiring",post,md_url,MISS,"Generated fresh (first visit or cache expired)",21,"14.91 KB",2a03:2880:f802:1a::,Direct,US,"2026-01-22 04:51:59"
45,Unknown,"Unknown Bot","meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler)",https://www.monocubed.com/blog/future-of-web-development,"10 Best Technologies Determining the Future of Web Development",post,md_url,MISS,"Generated fresh (first visit or cache expired)",27,"19.38 KB",2a03:2880:f802:15::,Direct,US,"2026-01-22 04:33:50"
44,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",https://www.monocubed.com/blog/ecommerce-website-development,"Ecommerce Website Development: Your Complete Guide to Building a High-Converting Online Store",post,md_url,MISS,"Generated fresh (first visit or cache expired)",33,"33.07 KB",143.14.6.148,Direct,HK,"2026-01-22 03:44:56"
43,Unknown,"Unknown Bot","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",https://www.monocubed.com/blog/dental-website-development,"Dental Website Development: Complete Guide to Build a Patient-Winning Practice Website",post,md_url,HIT,"Served from transient cache (fast)",2,"33.35 KB",40.77.167.27,Direct,US,"2026-01-22 03:34:11"
42,Unknown,"Unknown Bot","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",https://www.monocubed.com/blog/ecommerce-payment-gateway-integration,"Ecommerce Payment Gateway Integration:  + 10 Best Options to Choose From",post,md_url,HIT,"Served from transient cache (fast)",3,"40.75 KB",40.77.167.41,Direct,US,"2026-01-22 02:36:05"
41,Unknown,"Unknown Bot","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36",https://www.monocubed.com/blog/b2c-ecommerce-portal-development,"B2C Ecommerce Portal Development",post,md_url,MISS,"Generated fresh (first visit or cache expired)",34,"29.44 KB",52.167.144.193,Direct,US,"2026-01-22 02:01:07"
40,GPTBot,"GPT (OpenAI)","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)",https://www.monocubed.com/blog/website-development-cost,"Website Development Cost: The Complete Pricing Guide & Budget Planning",post,md_url,MISS,"Generated fresh (first visit or cache expired)",32,"23.58 KB",74.7.227.21,https://www.monocubed.com/blog/website-development-cost/,US,"2026-01-22 01:40:41"
39,Unknown,"Unknown Bot","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amazonbot/0.1; +https://developer.amazon.com/support/amazonbot) Chrome/119.0.6045.214 Safari/537.36",https://www.monocubed.com/blog/web-application-architecture,"Fundamentals of Web Application Architecture: How Web Apps Work?",post,md_url,MISS,"Generated fresh (first visit or cache expired)",28,"17.05 KB",52.5.232.250,Direct,US,"2026-01-22 01:32:23"
38,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot",https://www.monocubed.com/project/custom-telehealth-platform,MedCall,portfolio,md_url,MISS,"Generated fresh (first visit or cache expired)",32,"14.31 KB",74.7.243.47,https://www.monocubed.com/project/custom-telehealth-platform/,US,"2026-01-22 00:56:16"
37,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot",https://www.monocubed.com/services/python-development,"Python Development Company",page,md_url,MISS,"Generated fresh (first visit or cache expired)",62,"30.83 KB",74.7.229.8,https://www.monocubed.com/services/python-development/,US,"2026-01-22 00:49:22"
36,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot",https://www.monocubed.com/services/backend-development,"Backend Development Company",page,md_url,MISS,"Generated fresh (first visit or cache expired)",54,"30.77 KB",74.7.228.171,https://www.monocubed.com/services/backend-development/,US,"2026-01-22 00:49:19"
35,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot",https://www.monocubed.com/,Homepage,page,md_url,HIT,"Served from transient cache (fast)",2,"47.28 KB",74.7.228.133,https://www.monocubed.com/,US,"2026-01-22 00:49:17"
34,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot",https://www.monocubed.com/services/nodejs-development,"Custom Node JS Development",page,md_url,MISS,"Generated fresh (first visit or cache expired)",62,"31.71 KB",74.7.228.148,https://www.monocubed.com/services/nodejs-development/,US,"2026-01-22 00:49:16"
33,Unknown,"Unknown Bot","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amazonbot/0.1; +https://developer.amazon.com/support/amazonbot) Chrome/119.0.6045.214 Safari/537.36",https://www.monocubed.com/blog/web-app-vs-website,"Web App vs Website: How to Choose Which is Best for Your Business?",post,md_url,MISS,"Generated fresh (first visit or cache expired)",31,"19.92 KB",34.196.237.236,Direct,US,"2026-01-22 00:24:42"
32,GPTBot,"GPT (OpenAI)","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)",https://www.monocubed.com/blog/ruby-on-rails-vs-django,"Ruby on Rails vs Django Comparison: Choosing Best Web Framework",post,md_url,MISS,"Generated fresh (first visit or cache expired)",32,"17.80 KB",74.7.227.21,https://www.monocubed.com/blog/ruby-on-rails-vs-django/,US,"2026-01-22 00:24:13"
31,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot",https://www.monocubed.com/blog/website-maintenance-cost,"Website Maintenance Cost: Complete Pricing Guide for Small to Enterprise Businesses",post,md_url,MISS,"Generated fresh (first visit or cache expired)",43,"26.95 KB",74.7.243.47,https://www.monocubed.com/blog/website-maintenance-cost/,US,"2026-01-21 23:52:12"
30,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot",https://www.monocubed.com/blog/outsource-php-development,"Outsource PHP Development — How to Hire, Benefits, Challenges, and Costs",post,md_url,MISS,"Generated fresh (first visit or cache expired)",35,"29.36 KB",74.7.228.171,https://www.monocubed.com/blog/outsource-php-development/,US,"2026-01-21 23:35:44"
29,Unknown,"Unknown Bot","meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler)",https://www.monocubed.com/blog/cakephp-vs-laravel,"CakePHP vs Laravel: The Ultimate PHP Framework Comparison",post,md_url,MISS,"Generated fresh (first visit or cache expired)",20,"13.38 KB",2a03:2880:f802:39::,Direct,US,"2026-01-21 22:17:44"
28,Unknown,"Unknown Bot","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amazonbot/0.1; +https://developer.amazon.com/support/amazonbot) Chrome/119.0.6045.214 Safari/537.36",https://www.monocubed.com/blog/how-to-hire-a-web-designer,"How to Hire a Web Designer: The Complete Guide for Founders",post,md_url,MISS,"Generated fresh (first visit or cache expired)",24,"20.81 KB",54.167.32.123,Direct,US,"2026-01-21 22:15:43"
27,Unknown,"Unknown Bot","Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",https://www.monocubed.com/,Homepage,page,md_url,HIT,"Served from transient cache (fast)",2,"47.28 KB",43.165.135.242,Direct,JP,"2026-01-21 21:14:13"
26,Unknown,"Unknown Bot","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amazonbot/0.1; +https://developer.amazon.com/support/amazonbot) Chrome/119.0.6045.214 Safari/537.36",https://www.monocubed.com/blog/build-a-website-for-small-business,"How to Create a Professional Small Business Website: A Simple 10-Step Process",post,md_url,MISS,"Generated fresh (first visit or cache expired)",34,"31.83 KB",44.207.252.58,Direct,US,"2026-01-21 21:11:11"
25,ClaudeBot,"Claude (Anthropic)","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; ClaudeBot/1.0; +claudebot@anthropic.com)",https://www.monocubed.com/blog/top-python-frameworks,"List of 7 Best Python Frameworks to Consider For Your Web Project",post,md_url,MISS,"Generated fresh (first visit or cache expired)",38,"26.06 KB",216.73.216.129,Direct,US,"2026-01-21 20:01:53"
24,Unknown,"Unknown Bot","meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler)",https://www.monocubed.com/blog/django-web-framework,"Why to Use Django Framework for Web Development Projects?",post,md_url,MISS,"Generated fresh (first visit or cache expired)",43,"14.91 KB",2a03:2880:f802:22::,Direct,US,"2026-01-21 19:47:44"
23,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/,Homepage,page,md_url,HIT,"Served from transient cache (fast)",2,"47.28 KB",76.66.169.55,Direct,CA,"2026-01-21 18:58:18"
22,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:147.0) Gecko/20100101 Firefox/147.0",https://www.monocubed.com/blog/real-estate-website-development,"Real Estate Website Development: Build a Platform That Converts",post,md_url,MISS,"Generated fresh (first visit or cache expired)",41,"31.84 KB",180.211.104.146,Direct,IN,"2026-01-21 18:29:28"
21,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:147.0) Gecko/20100101 Firefox/147.0",https://www.monocubed.com/blog/dental-website-development,"Dental Website Development: Complete Guide to Build a Patient-Winning Practice Website",post,md_url,HIT,"Served from transient cache (fast)",3,"33.35 KB",180.211.104.146,Direct,IN,"2026-01-21 18:21:36"
20,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:147.0) Gecko/20100101 Firefox/147.0",https://www.monocubed.com/blog/dental-website-development,"Dental Website Development: Complete Guide to Build a Patient-Winning Practice Website",post,md_url,HIT,"Served from transient cache (fast)",3,"33.35 KB",180.211.104.146,Direct,IN,"2026-01-21 18:21:27"
19,GPTBot,"GPT (OpenAI)","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)",https://www.monocubed.com/project/salon-management-software-development,"Salon Management Software",portfolio,md_url,MISS,"Generated fresh (first visit or cache expired)",30,"13.08 KB",74.7.227.21,https://www.monocubed.com/project/salon-management-software-development/,US,"2026-01-21 18:18:53"
18,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/,Homepage,page,md_url,HIT,"Served from transient cache (fast)",2,"47.28 KB",180.211.104.146,https://www.monocubed.com/wp-admin/options-general.php?page=third-audience,IN,"2026-01-21 18:18:21"
17,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/,Homepage,page,md_url,HIT,"Served from transient cache (fast)",2,"47.28 KB",180.211.104.146,https://www.monocubed.com/wp-admin/options-general.php?page=third-audience,IN,"2026-01-21 18:18:10"
16,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/,Homepage,page,md_url,HIT,"Served from transient cache (fast)",2,"47.28 KB",180.211.104.146,Direct,IN,"2026-01-21 18:16:50"
15,GPTBot,"GPT (OpenAI)","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)",https://www.monocubed.com/blog/types-of-web-portal,"11 Types of Web Portal with Example",post,md_url,MISS,"Generated fresh (first visit or cache expired)",32,"24.40 KB",74.7.227.21,https://www.monocubed.com/blog/types-of-web-portal/?trk=article-ssr-frontend-pulse_little-text-block,US,"2026-01-21 17:53:23"
14,Unknown,"Unknown Bot","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.3; +https://openai.com/searchbot",https://www.monocubed.com/blog/websites-built-with-angular,"10 Examples of Highly Successful Websites Built With Angular",post,md_url,MISS,"Generated fresh (first visit or cache expired)",38,"18.80 KB",74.7.243.47,https://www.monocubed.com/blog/websites-built-with-angular/,US,"2026-01-21 17:51:08"
13,Unknown,"Unknown Bot","meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler)",https://www.monocubed.com/blog/what-is-web-development,"What is Web Development? [Examples + Benefits]",post,md_url,MISS,"Generated fresh (first visit or cache expired)",28,"14.70 KB",2a03:2880:f802:1e::,Direct,US,"2026-01-21 17:50:42"
12,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/blog/ecommerce-payment-gateway-integration,"Ecommerce Payment Gateway Integration:  + 10 Best Options to Choose From",post,md_url,HIT,"Served from transient cache (fast)",7,"40.75 KB",180.211.104.146,Direct,IN,"2026-01-21 17:42:10"
11,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/blog/ecommerce-payment-gateway-integration,"Ecommerce Payment Gateway Integration:  + 10 Best Options to Choose From",post,md_url,HIT,"Served from transient cache (fast)",3,"40.75 KB",180.211.104.146,Direct,IN,"2026-01-21 17:42:03"
10,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/,Homepage,page,md_url,HIT,"Served from transient cache (fast)",2,"47.28 KB",180.211.104.146,Direct,IN,"2026-01-21 17:40:53"
9,GPTBot,"GPT (OpenAI)","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)",https://www.monocubed.com/blog/web-portal-vs-website,"Web Portal vs Website - Which To Choose for Your Business?",post,md_url,MISS,"Generated fresh (first visit or cache expired)",20,"17.80 KB",74.7.227.21,https://www.monocubed.com/blog/web-portal-vs-website/,US,"2026-01-21 17:32:37"
8,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/blog/ecommerce-portal-development-cost,"How Much Does eCommerce Portal Development Cost? (Full Breakdown)",post,md_url,MISS,"Generated fresh (first visit or cache expired)",208,"65.26 KB",180.211.104.146,Direct,IN,"2026-01-21 17:27:31"
7,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/blog/ecommerce-payment-gateway-integration,"Ecommerce Payment Gateway Integration:  + 10 Best Options to Choose From",post,md_url,MISS,"Generated fresh (first visit or cache expired)",56,"40.75 KB",180.211.104.146,Direct,IN,"2026-01-21 17:27:27"
6,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/blog/ecommerce-platform-implementation,"Ecommerce Platform Implementation: A Complete 7-Phase Guide [year]",post,md_url,MISS,"Generated fresh (first visit or cache expired)",52,"32.58 KB",180.211.104.146,Direct,IN,"2026-01-21 17:27:23"
5,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/,Homepage,page,md_url,MISS,"Generated fresh (first visit or cache expired)",99,"47.28 KB",180.211.104.146,Direct,IN,"2026-01-21 17:26:18"
4,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/project/digital-travel-journal,"Digital Travel Journal",portfolio,md_url,MISS,"Generated fresh (first visit or cache expired)",35,"15.14 KB",180.211.104.146,Direct,IN,"2026-01-21 17:11:58"
3,Unknown,"Unknown Bot","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Amazonbot/0.1; +https://developer.amazon.com/support/amazonbot) Chrome/119.0.6045.214 Safari/537.36",https://www.monocubed.com/blog/php-development-companies,"10 Best PHP Development Companies In [year]: A Detailed Review",post,md_url,MISS,"Generated fresh (first visit or cache expired)",58,"36.50 KB",52.6.97.88,Direct,US,"2026-01-21 16:36:33"
2,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/portfolio,Portfolio,page,md_url,MISS,"Generated fresh (first visit or cache expired)",46,"21.61 KB",180.211.104.146,Direct,IN,"2026-01-21 16:18:56"
1,Unknown,"Unknown Bot","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",https://www.monocubed.com/blog/dental-website-development,"Dental Website Development: Complete Guide to Build a Patient-Winning Practice Website",post,md_url,MISS,"Generated fresh (first visit or cache expired)",39,"33.35 KB",180.211.104.146,Direct,IN,"2026-01-21 16:17:36"
